seq,time_ms,state,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pressure_hpa,altitude_m,batt_mv,gps_fix,lat_deg,lon_deg,crc16
838,83800,LANDED,-0.023,0.024,0.998,-1.326,-0.569,0.715,1013.25,0.00,8065,1,34.001257,-81.001006,8A67
839,83900,LANDED,-0.010,0.024,0.997,-1.358,-0.566,0.724,1013.25,0.00,8065,1,34.001258,-81.001007,B824
840,84000,LANDED,-0.014,0.019,0.999,-1.387,-0.626,0.657,1013.25,0.00,8064,1,34.001260,-81.001008,3C85
841,84100,LANDED,-0.011,0.013,1.021,-1.425,-0.645,0.641,1013.25,0.00,8064,1,34.001261,-81.001009,EB3D
842,84200,LANDED,-0.021,0.020,1.010,-1.421,-0.679,0.633,1013.25,0.00,8064,1,34.001263,-81.001010,1BA8
843,84300,LANDED,-0.013,0.018,1.003,-1.429,-0.754,0.681,1013.25,0.00,8063,1,34.001264,-81.001012,9A68
844,84400,LANDED,-0.024,0.012,0.992,-1.458,-0.793,0.635,1013.25,0.00,8063,1,34.001266,-81.001013,AEE1
845,84500,LANDED,-0.025,0.013,1.017,-1.398,-0.803,0.607,1013.25,0.00,8062,1,34.001267,-81.001014,568D
846,84600,LANDED,-0.024,0.017,1.020,-1.488,-0.856,0.609,1013.25,0.00,8062,1,34.001269,-81.001015,CA2D
847,84700,LANDED,-0.012,0.013,1.011,-1.510,-0.876,0.559,1013.25,0.00,8062,1,34.001270,-81.001016,C917
848,84800,LANDED,-0.016,0.008,1.000,-1.445,-0.889,0.585,1013.25,0.00,8061,1,34.001272,-81.001018,7462
849,84900,LANDED,-0.012,0.011,1.018,-1.476,-0.890,0.598,1013.25,0.00,8061,1,34.001274,-81.001019,8517
850,85000,LANDED,-0.015,0.016,1.001,-1.532,-0.908,0.513,1013.25,0.00,8060,1,34.001275,-81.001020,0CAD
851,85100,LANDED,-0.011,0.013,0.985,-1.539,-0.949,0.546,1013.25,0.00,8060,1,34.001277,-81.001021,79CB
852,85200,LANDED,-0.012,0.002,0.989,-1.516,-1.024,0.549,1013.25,0.00,8060,1,34.001278,-81.001022,F010
853,85300,LANDED,-0.021,0.020,1.002,-1.527,-0.995,0.508,1013.25,0.00,8059,1,34.001280,-81.001024,C070
854,85400,LANDED,-0.007,0.015,0.993,-1.459,-1.022,0.524,1013.25,0.00,8059,1,34.001281,-81.001025,CDFA
855,85500,LANDED,-0.016,0.016,0.983,-1.510,-1.009,0.475,1013.25,0.00,8058,1,34.001283,-81.001026,471E
856,85600,LANDED,-0.019,-0.000,0.995,-1.523,-1.026,0.464,1013.25,0.00,8058,1,34.001284,-81.001027,09C1
857,85700,LANDED,-0.018,0.013,1.020,-1.515,-1.026,0.468,1013.25,0.00,8058,1,34.001286,-81.001028,CEB0
858,85800,LANDED,-0.002,0.010,0.984,-1.452,-1.068,0.400,1013.25,0.00,8057,1,34.001287,-81.001030,A9FF
859,85900,LANDED,-0.007,-0.002,0.993,-1.454,-1.040,0.408,1013.25,0.00,8057,1,34.001289,-81.001031,324E
860,86000,LANDED,0.001,-0.001,0.992,-1.447,-1.063,0.410,1013.25,0.00,8056,1,34.001290,-81.001032,7E6F
861,86100,LANDED,-0.013,0.008,1.022,-1.473,-1.052,0.355,1013.25,0.00,8056,1,34.001292,-81.001033,0434
862,86200,LANDED,-0.004,0.008,0.991,-1.396,-1.132,0.303,1013.25,0.00,8056,1,34.001293,-81.001034,EDDC
863,86300,LANDED,-0.002,0.009,0.975,-1.434,-1.055,0.362,1013.25,0.00,8055,1,34.001295,-81.001036,61C4
864,86400,LANDED,-0.004,0.010,0.997,-1.368,-1.107,0.255,1013.25,0.00,8055,1,34.001296,-81.001037,8378
865,86500,LANDED,0.010,-0.001,1.018,-1.358,-1.148,0.237,1013.25,0.00,8054,1,34.001297,-81.001038,BFF3
866,86600,LANDED,0.012,-0.003,0.999,-1.370,-1.096,0.286,1013.25,0.00,8054,1,34.001299,-81.001039,5128
867,86700,LANDED,0.011,-0.010,0.985,-1.302,-1.066,0.277,1013.25,0.00,8054,1,34.001300,-81.001040,AF88
868,86800,LANDED,0.014,-0.011,0.987,-1.298,-1.037,0.221,1013.25,0.00,8053,1,34.001302,-81.001042,4555
869,86900,LANDED,0.003,-0.015,1.011,-1.291,-1.062,0.232,1013.25,0.00,8053,1,34.001303,-81.001043,6780
870,87000,LANDED,0.009,-0.007,0.996,-1.252,-1.021,0.185,1013.25,0.00,8052,1,34.001305,-81.001044,E878
871,87100,LANDED,0.006,-0.001,0.985,-1.221,-1.012,0.153,1013.25,0.00,8052,1,34.001306,-81.001045,DE5A
872,87200,LANDED,0.005,-0.015,0.984,-1.191,-1.082,0.140,1013.25,0.00,8052,1,34.001308,-81.001046,F678
873,87300,LANDED,0.006,-0.016,0.976,-1.179,-1.065,0.165,1013.25,0.00,8051,1,34.001309,-81.001048,6D86
874,87400,LANDED,0.011,-0.018,0.989,-1.072,-1.018,0.152,1013.25,0.00,8051,1,34.001311,-81.001049,069B
875,87500,LANDED,0.008,-0.021,1.001,-1.025,-1.027,0.069,1013.25,0.00,8050,1,34.001312,-81.001050,2F1C
876,87600,LANDED,0.022,-0.007,0.992,-1.024,-0.993,0.106,1013.25,0.00,8050,1,34.001314,-81.001051,1754
877,87700,LANDED,0.018,-0.016,0.992,-1.030,-0.933,0.044,1013.25,0.00,8050,1,34.001315,-81.001052,443B
878,87800,LANDED,0.010,-0.009,1.007,-0.919,-0.925,0.061,1013.25,0.00,8049,1,34.001317,-81.001054,373D
879,87900,LANDED,0.026,-0.009,0.979,-0.927,-0.950,0.060,1013.25,0.00,8049,1,34.001318,-81.001055,7208
880,88000,LANDED,0.016,-0.024,1.008,-0.871,-0.901,-0.040,1013.25,0.00,8048,1,34.001320,-81.001056,2090
881,88100,LANDED,0.023,-0.020,0.989,-0.852,-0.822,-0.004,1013.25,0.00,8048,1,34.001322,-81.001057,BB28
882,88200,LANDED,0.027,-0.019,0.992,-0.810,-0.871,-0.017,1013.25,0.00,8048,1,34.001323,-81.001058,6A15
883,88300,LANDED,0.020,-0.025,0.985,-0.739,-0.842,-0.044,1013.25,0.00,8047,1,34.001325,-81.001060,BA62
884,88400,LANDED,0.027,-0.018,1.001,-0.640,-0.755,-0.048,1013.25,0.00,8047,1,34.001326,-81.001061,26B3
885,88500,LANDED,0.017,-0.013,0.987,-0.599,-0.775,-0.113,1013.25,0.00,8046,1,34.001328,-81.001062,5F0E
886,88600,LANDED,0.012,-0.008,0.999,-0.543,-0.737,-0.151,1013.25,0.00,8046,1,34.001329,-81.001063,4E82
887,88700,LANDED,0.013,-0.016,0.997,-0.518,-0.643,-0.122,1013.25,0.00,8046,1,34.001331,-81.001064,C4B5
888,88800,LANDED,0.011,-0.028,1.012,-0.488,-0.643,-0.125,1013.25,0.00,8045,1,34.001332,-81.001066,6B1E
889,88900,LANDED,0.011,-0.015,0.990,-0.482,-0.590,-0.151,1013.25,0.00,8045,1,34.001334,-81.001067,6B2D
890,89000,LANDED,0.027,-0.016,1.020,-0.355,-0.586,-0.157,1013.25,0.00,8044,1,34.001335,-81.001068,73CF
891,89100,LANDED,0.018,-0.017,1.003,-0.319,-0.474,-0.232,1013.25,0.00,8044,1,34.001337,-81.001069,1664
892,89200,LANDED,0.006,-0.023,0.991,-0.264,-0.498,-0.199,1013.25,0.00,8044,1,34.001338,-81.001070,7C35
893,89300,LANDED,0.011,-0.016,1.014,-0.232,-0.445,-0.255,1013.25,0.00,8043,1,34.001340,-81.001072,3B0C
894,89400,LANDED,0.008,-0.014,0.980,-0.181,-0.353,-0.285,1013.25,0.00,8043,1,34.001341,-81.001073,6874
895,89500,LANDED,0.008,-0.014,1.025,-0.175,-0.312,-0.252,1013.25,0.00,8042,1,34.001342,-81.001074,9F3B
896,89600,LANDED,0.016,-0.017,0.989,-0.045,-0.285,-0.365,1013.25,0.00,8042,1,34.001344,-81.001075,F84A
897,89700,LANDED,0.012,-0.017,1.013,-0.025,-0.292,-0.372,1013.25,0.00,8042,1,34.001345,-81.001076,50E3
898,89800,LANDED,0.009,-0.022,0.977,0.013,-0.190,-0.324,1013.25,0.00,8041,1,34.001347,-81.001078,C663
899,89900,LANDED,0.004,-0.014,0.977,0.083,-0.193,-0.381,1013.25,0.00,8041,1,34.001348,-81.001079,C470
